severity,method,precision,recall,f1
moderate,cnn,0.8764162819956433,0.9027447590211741,0.8893857077640261
moderate,ensemble,0.38692029290431196,0.9935163172660612,0.5569420846490638
hard,classical,0.5704298291026141,0.4529194078938057,0.5049277970358923
hard,cnn,0.9570405727898249,0.7419819078932114,0.8359004004053308
hard,ensemble,0.5508374616648374,0.9601151315769735,0.7000449661348143
easy,classical,0.06736985369161727,0.24642190416772608,0.10581161987417716
easy,cnn,0.9555702917708517,0.896701929054781,0.9252006370536849
easy,ensemble,0.1855522388057486,0.9670192905975917,0.3113604461057889
moderate,classical,0.16111111111095938,0.4480230426801571,0.23699701806338105
moderate,cnn,0.9112066784697415,0.9431788426264908,0.9269171334448036
moderate,ensemble,0.26905032698303305,0.9910971458471037,0.42321238552687435
hard,classical,0.3258221680857136,0.2482598607877111,0.2818014172651864
hard,cnn,0.9220125786105534,0.6802784222706252,0.7829105425061532
hard,ensemble,0.3221376571801421,0.9034802784180813,0.4749359639247193
easy,classical,0.04576579700091378,0.2861788617870668,0.07891196892735697
easy,cnn,0.9186658864779482,0.8509485094804827,0.88351153129948
easy,ensemble,0.13364192922193993,0.9701897018917606,0.23492354928557121
moderate,classical,0.0856568242068876,0.35438729198050534,0.13796657273139973
moderate,cnn,0.9592198581517766,0.8184568835067381,0.8832653011501942
moderate,ensemble,0.19216317767027669,0.9478063540054924,0.31954095989974646
hard,classical,0.45157861167167895,0.5831960461277002,0.5090168305005685
hard,cnn,0.950753930059431,0.8137012630411674,0.8769048626128313
hard,ensemble,0.507695722953598,0.9419275123545553,0.6597749738113149
easy,classical,0.08660130718883496,0.16158536585119535,0.11276595290201467
easy,cnn,0.7801724137818941,0.8277439024264064,0.8032544328623167
easy,ensemble,0.13074860796013457,0.9664634146194137,0.23033605602885202
moderate,classical,0.10193275086033633,0.3566465956444806,0.15855039291823897
moderate,cnn,0.9517274017938868,0.9314497452481174,0.9414793957452358
moderate,ensemble,0.21067166387196895,0.989346919865728,0.3473735537805826
hard,classical,0.5050467289710187,0.5049523453550646,0.5049995277530046
hard,cnn,0.9439039536308345,0.8521771631454828,0.8956982861132263
hard,ensemble,0.5339686443277651,0.9738366660419102,0.6897418882108456
easy,classical,0.11758638473379275,0.3979057591553594,0.1815286588974737
easy,cnn,0.9076923076748521,0.823734729479516,0.8636779455906464
easy,ensemble,0.10359247291369779,0.9511343804371529,0.18683578842335177
moderate,classical,0.10679780659752215,0.39314322332459745,0.1679671424305854
moderate,cnn,0.8854827343168236,0.8051906440217713,0.843430100730883
moderate,ensemble,0.21090498695054602,0.9580262736271772,0.34570470278848686
hard,classical,0.4959558823511178,0.489477503626671,0.49269539309922017
hard,cnn,0.863334634904868,0.8022496371523866,0.8316719904897735
hard,ensemble,0.3958521190255548,0.9557329462955162,0.5598299639758071
